   5.0000 7.8532e+06 5.5405e+06 1.1322e+07 5.9080e+06 1.1024e+07 6.8096e+06 9.0771e+06 7.1636e+06 8.5428e+06 8.9339e+06 7.0489e+06 9.0986e+06 5.9080e+06 1.1024e+07 5.9670e+06
   5.2500 7.2626e+06 5.1415e+06 1.0454e+07 5.4643e+06 1.0196e+07 6.3270e+06 8.3535e+06 6.6384e+06 7.8868e+06 8.3238e+06 6.4895e+06 8.3856e+06 5.4643e+06 1.0196e+07 5.5743e+06
   5.5000 6.6994e+06 4.7585e+06 9.6277e+06 5.0414e+06 9.4041e+06 5.8625e+06 7.6697e+06 6.1356e+06 7.2632e+06 7.7335e+06 5.9605e+06 7.7092e+06 5.0414e+06 9.4041e+06 5.1927e+06
   5.7500 6.1671e+06 4.3945e+06 8.8483e+06 4.6422e+06 8.6545e+06 5.4198e+06 7.0290e+06 5.6587e+06 6.6755e+06 7.1679e+06 5.4646e+06 7.0732e+06 4.6422e+06 8.6545e+06 4.8257e+06
   6.0000 5.6678e+06 4.0512e+06 8.1183e+06 4.2680e+06 7.9504e+06 5.0013e+06 6.4329e+06 5.2099e+06 6.1257e+06 6.6302e+06 5.0028e+06 6.4793e+06 4.2680e+06 7.9504e+06 4.4754e+06
   6.2500 5.2023e+06 3.7296e+06 7.4387e+06 3.9193e+06 7.2930e+06 4.6084e+06 5.8811e+06 4.7903e+06 5.6144e+06 6.1222e+06 4.5753e+06 5.9280e+06 3.9193e+06 7.2930e+06 4.1434e+06
   6.5000 4.7705e+06 3.4301e+06 6.8091e+06 3.5960e+06 6.6825e+06 4.2414e+06 5.3727e+06 4.3999e+06 5.1412e+06 5.6453e+06 4.1812e+06 5.4189e+06 3.5960e+06 6.6825e+06 3.8308e+06
   6.7500 4.3716e+06 3.1522e+06 6.2282e+06 3.2975e+06 6.1181e+06 3.9003e+06 4.9059e+06 4.0383e+06 4.7049e+06 5.2003e+06 3.8193e+06 4.9504e+06 3.2975e+06 6.1181e+06 3.5382e+06
   7.0000 4.0043e+06 2.8953e+06 5.6941e+06 3.0226e+06 5.5982e+06 3.5844e+06 4.4787e+06 3.7046e+06 4.3040e+06 4.7847e+06 3.4879e+06 4.5208e+06 3.0226e+06 5.5982e+06 3.2641e+06
   7.2500 3.6670e+06 2.6587e+06 5.2043e+06 2.7703e+06 5.1207e+06 3.2927e+06 4.0884e+06 3.3976e+06 3.9366e+06 4.3987e+06 3.1853e+06 4.1279e+06 2.7703e+06 5.1207e+06 3.0088e+06
   7.5000 3.3580e+06 2.4411e+06 4.7563e+06 2.5391e+06 4.6832e+06 3.0242e+06 3.7327e+06 3.1156e+06 3.6005e+06 4.0446e+06 2.9093e+06 3.7692e+06 2.5391e+06 4.6832e+06 2.7742e+06
   7.7500 3.0754e+06 2.2414e+06 4.3471e+06 2.3276e+06 4.2830e+06 2.7774e+06 3.4088e+06 2.8571e+06 3.2936e+06 3.7192e+06 2.6580e+06 3.4424e+06 2.3276e+06 4.2830e+06 2.5581e+06
   8.0000 2.8171e+06 2.0584e+06 3.9738e+06 2.1343e+06 3.9176e+06 2.5509e+06 3.1142e+06 2.6206e+06 3.0137e+06 3.4182e+06 2.4294e+06 3.1448e+06 2.1343e+06 3.9176e+06 2.3576e+06
   8.2500 2.5814e+06 1.8909e+06 3.6336e+06 1.9579e+06 3.5842e+06 2.3433e+06 2.8464e+06 2.4043e+06 2.7586e+06 3.1406e+06 2.2215e+06 2.8741e+06 1.9579e+06 3.5842e+06 2.1720e+06
   8.5000 2.3664e+06 1.7376e+06 3.3239e+06 1.7968e+06 3.2803e+06 2.1532e+06 2.6031e+06 2.2067e+06 2.5262e+06 2.8850e+06 2.0326e+06 2.6280e+06 1.7968e+06 3.2803e+06 2.0006e+06
   8.7500 2.1704e+06 1.5975e+06 3.0420e+06 1.6499e+06 3.0035e+06 1.9794e+06 2.3821e+06 2.0262e+06 2.3146e+06 2.6506e+06 1.8610e+06 2.4043e+06 1.6499e+06 3.0035e+06 1.8429e+06
